Category_Walkenhorst,Category_Recoded,item,item_number,kosher,price,weight
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Extra Virgin Olive Oil 8.5 oz.,86781-001,TRUE,$5.95,8.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Grape Fruit Spread 19 oz.,86781-020,FALSE,$2.45,19  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Lite Soy Sauce 10 oz.,86781-023,FALSE,$1.65,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Original BBQ Sauce 18 oz.,86781-019,FALSE,$2.45,18  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Peach Fruit Spread 19 oz.,86781-022,FALSE,$2.45,19  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Soy Sauce 10 oz.,86781-015,FALSE,$1.95,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Steak Sauce 11 oz.,86781-002,FALSE,$1.95,11  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Strawberry Fruit Spread 19 oz.,86781-021,FALSE,$2.45,19  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Teriyaki Sauce 10 oz.,86781-016,FALSE,$1.95,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pampa Worcestershire Sauce 10 oz.,86781-017,FALSE,$1.95,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Panola Cajun Hot Sauce 6 oz.,46266-100,TRUE,$1.45,6  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Peanut Butter & Co. Powdered Peanut Butter Chocolate 6.5 oz.,22668-021,TRUE,$7.95,6.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Peanut Butter & Co. Powdered Peanut Butter Original 6.5 oz.,22668-020,TRUE,$7.95,6.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Peanut Butter & Co. Powdered Peanut Butter Vanilla 6.5 oz.,22668-022,TRUE,$7.95,6.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Peanut Butter & Co. Dark Chocolatey Dreams Peanut Butter 16 oz.,3111-183,TRUE,$6.95,16  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Peanut Butter & Co. White Chocolatey Peanut Butter 16 oz.,3111-184,TRUE,$6.95,16  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pompeian Robust Extra Virgin Olive Oil 8 oz.,3119-371,FALSE,$7.95,8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Premium Spaghetti Sauce 11.5 oz.,66542-035,FALSE,$3.25,11.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Pure Sweet Honey 12 oz.,22668-027,TRUE,$4.45,12  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Reese’s Creamy Peanut Butter 18 oz.,86383-157,FALSE,$6.25,18  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",S&B Prepared Hot Wasabi 1.52 oz.,90828-091,FALSE,$2.95,1.52  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Sandwich Spread 16 oz.,14668-114,TRUE,$3.45,16  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Sauer Olive Oil Blend Packet 0.3 oz.,42629-037,TRUE,$0.25,0.3  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Single Serve Peanut Butter Packet Packet 1 oz.,46266-125,TRUE,$0.75,1  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Skippy Chunky Peanut Butter 28 oz.,90621-002,TRUE,$7.45,28  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Skippy Creamy Peanut Butter 28 oz.,90621-001,TRUE,$7.45,28  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Skippy Roasted Honey Nut Creamy Peanut Butter 16.3 oz.,38668-051,FALSE,$4.95,16.3  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Smucker’s Sugar Free Breakfast Syrup 14.5 oz.,46588-590,TRUE,$4.25,14.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Spice Supreme Imitation Bacon Bits 3.25 oz.,34265-030,TRUE,$2.45,3.25  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Spontaneous Combustion Hot Sauce 0.75 oz.,82660-001,FALSE,$1.65,0.75  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",T.A.S. Extra Virgin Coconut Oil 16.5 oz.,90828-123,TRUE,$14.45,16.5  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tabasco Hot Sauce Packet 0.11 oz.,22668-411,TRUE,$0.30,0.11  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tabasco Salsa Picante Hot Sauce 20 oz.,22669-368,TRUE,$5.15,20  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tabasco Sriracha Sauce 20 oz.,22669-047,TRUE,$6.25,20  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tajin Chamoy Mild Hot Sauce 15.38 oz.,58269-004,FALSE,$3.95,15.38  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tajin Clasico Snack Sauce 15.38 oz.,58269-003,FALSE,$4.45,15.38  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tapatio Hot Sauce Packet,86107-001,TRUE,$0.20,NA  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tapatio Taco Skillet Sauce 8 oz.,3119-396,FALSE,$4.95,8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Texas Pete Cha Sriracha Sauce 18 oz.,22668-270,TRUE,$5.95,18  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Tony Chachere’s Creole Alfredo Sauce 1.3 oz.,22668-938,FALSE,$3.25,1.3  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Woeber Yellow Mustard 9 oz.,46266-197,TRUE,$2.25,9  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Woeber’s Simply Supreme Sriracha Mustard 10 oz.,3119-406,TRUE,$4.50,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Woeber’s Simply Supreme Whole Grain Mustard 10 oz.,3119-405,TRUE,$4.50,10  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Woebers Buffalo Kickin Mayonnaise 11 oz.,46266-243,FALSE,$4.95,11  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",World Harbor Sauce Maui Teriyaki 16 oz.,3113-286,TRUE,$4.45,16  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yellowbird Blue Agave Sriracha Hot Sauce 9.8 oz.,22669-271,FALSE,$5.95,9.8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yellowbird Ghost Pepper Hot Sauce 9.8 oz.,22669-273,FALSE,$5.95,9.8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yellowbird Habanero Hot Sauce 9.8 oz.,22669-272,FALSE,$5.95,9.8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yellowbird Jalapeño Hot Sauce 9.8 oz.,22669-270,FALSE,$5.95,9.8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yellowbird Serrano Hot Sauce 9.8 oz.,22669-269,FALSE,$5.95,9.8  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Yissine Fish Sauce 30.4 oz.,50782-006,FALSE,$4.75,30.4  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Creamy Salsa Chipotle 9.35 oz.,58106-001,TRUE,$2.95,9.35  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Guacamole & Habanero Salsa 9.35 oz.,58106-003,TRUE,$2.75,9.35  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Guacamole & Serrano Salsa 9.35 oz.,58106-002,TRUE,$2.75,9.35  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Salsa Brava Hot Sauce 9.35 oz.,58106-009,FALSE,$2.95,9.35  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Salsa Habanero 9.35 oz.,58106-004,TRUE,$2.95,9.35  oz.
"CONDIMENTS, SAUCES & SPREADS","CONDIMENTS, SAUCES & SPREADS",Zaaschila Salsa Piquin 9.35 oz.,58106-005,TRUE,$2.95,9.35  oz.
COOKIES,COOKIES,Assi Korean Traditional Rice Cookies 4.5 oz.,50782-089,FALSE,$4.75,4.5  oz.
COOKIES,COOKIES,Bahlsen Choco Leibniz Crispy Cookies Dark Chocolate 4.4 oz.,30189-045,TRUE,$6.25,4.4  oz.
COOKIES,COOKIES,Bahlsen Choco Leibniz Crispy Cookies Milk Chocolate 4.4 oz.,30189-046,TRUE,$6.25,4.4  oz.
COOKIES,COOKIES,Bahlsen Dark Chocolate Wafer w/ Hazelnut Praline 4.4 oz.,30189-047,TRUE,$6.25,4.4  oz.
COOKIES,COOKIES,Bahlsen Hit Crispy Cookies Chocolate 4.7 oz.,30189-049,TRUE,$2.95,4.7  oz.
COOKIES,COOKIES,Bahlsen Waffeletten Crispy Rolled Wafers Dark Chocolate 3.5 oz.,30189-043,TRUE,$6.25,3.5  oz.
COOKIES,COOKIES,Bahlsen Waffeletten Crispy Rolled Wafers Milk Chocolate 3.5 oz.,30189-044,TRUE,$6.25,3.5  oz.
COOKIES,COOKIES,Basil’s Cappuccino Cookies 3 oz.,99423-023,FALSE,$1.35,3  oz.
COOKIES,COOKIES,Biscoff Cookies 2 Pack,92426-088,FALSE,$0.95,NA  oz.
COOKIES,COOKIES,Bronoir Brownie Chocochip Cookies 6.98 oz.,50782-092,FALSE,$7.95,6.98  oz.
COOKIES,COOKIES,Brown & Haley Almond Roca Cookies 2 oz.,99423-075,TRUE,$1.25,2  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Caco Chocolate Cookies 6 oz.,46266-171,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Candy Chip Cookies 6 oz.,46266-169,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Chocolate Chip Cookies 6 oz.,46266-175,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Oatmeal Raisin Cookie 6 oz.,46266-168,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Peanut Butter & Graham Cookies 6 oz.,46266-177,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Pecan Chocolate Chip Supremes Cookies 6 oz.,46266-173,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Bud’s Best Bite Size Strawberry Creme Cookies 6 oz.,46266-167,TRUE,$3.45,6  oz.
COOKIES,COOKIES,Cadbury Fingers - Milk Chocolate Cookies 4.8 oz.,30189-031,FALSE,$4.95,4.8  oz.
COOKIES,COOKIES,Chips Ahoy Big Chewy Chocolatey Brownie Cookies 2.5 oz.,14003-139,FALSE,$1.95,2.5  oz.
COOKIES,COOKIES,Chips Ahoy Big Chewy Chocolatey Caramel Cookies 2.5 oz.,14003-140,FALSE,$1.95,2.5  oz.
COOKIES,COOKIES,Chips Ahoy Big Chewy Cookies 2.5 oz.,14003-138,TRUE,$1.95,2.5  oz.
COOKIES,COOKIES,Chips Ahoy Candy Blasts Cookies 12.4 oz.,14002-127,TRUE,$6.45,12.4  oz.
COOKIES,COOKIES,Chips Ahoy Chewy Confetti Cookies 14.38 oz.,14002-218,TRUE,$7.75,14.38  oz.
COOKIES,COOKIES,Chips Ahoy Chewy Cookies 13 oz.,14002-016,TRUE,$6.45,13  oz.
COOKIES,COOKIES,Chips Ahoy Chewy Hershey Cookies 9.6 oz.,14002-219,TRUE,$6.45,9.6  oz.
COOKIES,COOKIES,Chips Ahoy Chewy w/ Reeses Peanut Butter Cups 9.5 oz.,14002-106,TRUE,$6.45,9.5  oz.
COOKIES,COOKIES,Chips Ahoy Chunky Cookies 11.75 oz.,14002-031,TRUE,$6.45,11.75  oz.
COOKIES,COOKIES,Chips Ahoy Cookies 1.55 oz.,14002-045,TRUE,$0.95,1.55  oz.
COOKIES,COOKIES,Chips Ahoy Cookies 13 oz.,14002-007,TRUE,$6.45,13  oz.
COOKIES,COOKIES,Chips Ahoy Hershey Cookies 9.5 oz.,14002-221,TRUE,$6.45,9.5  oz.
COOKIES,COOKIES,Chips Ahoy Red Velvet Cookies 9.6 oz.,14002-119,TRUE,$6.45,9.6  oz.
COOKIES,COOKIES,Chips Ahoy Reeses Mini Pieces Cookies 9.5 oz.,14003-136,TRUE,$6.45,9.5  oz.
COOKIES,COOKIES,Chips Ahoy Thins Original 7 oz.,14002-139,TRUE,$6.25,7  oz.
COOKIES,COOKIES,Chips Ahoy with Reeses Peanut Butter Cups 9.5 oz.,14002-055,TRUE,$6.45,9.5  oz.
COOKIES,COOKIES,Classic Cookie Apple Cinnamon & Oats Single 3 oz.,58103-015,FALSE,$1.50,3  oz.
COOKIES,COOKIES,Classic Cookie Awake Caffeine Cookie Single 2.8 oz.,58103-016,FALSE,$1.50,2.8  oz.
COOKIES,COOKIES,Classic Cookie Birthday Cake Single 3 oz.,58103-014,FALSE,$1.50,3  oz.
COOKIES,COOKIES,Classic Cookie Chocolate Chip w/ Hersheys Mini Kisses Single 3 oz.,58103-001,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Chocolate Chip with Hersheys Single .75 oz.,58103-006,TRUE,$0.45,75  oz.
COOKIES,COOKIES,Classic Cookie w/ Cinnamon & Cream Cheese Chips Single 3 oz.,58103-005,FALSE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Cookies n’ Creme w/ White Choc. Chips Single 3 oz.,58103-010,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Double Chocolate made with Hersheys Single 3 oz.,58103-003,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Hershey’s Chocolate Chip Minis Big Bag 2.7 oz.,58103-012,TRUE,$1.95,2.7  oz.
COOKIES,COOKIES,Classic Cookie Macadamia Nut w/ White Chocolate Chips Single 3 oz.,58103-002,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Oatmeal Creme w/ White Chocolate Chips Single 3 oz.,58103-009,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Peanut Butter made with Reeses Single .75 oz.,58103-008,TRUE,$0.45,75  oz.
COOKIES,COOKIES,Classic Cookie Peanut Butter made with Reeses Single 3 oz.,58103-004,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Reese’s Peanut Butter Chip Minis 2.7 oz.,58103-013,TRUE,$1.95,2.7  oz.
COOKIES,COOKIES,Classic Cookie Snickerdoodle 3 oz.,58103-011,TRUE,$1.45,3  oz.
COOKIES,COOKIES,Classic Cookie Sugar Single .75 oz.,58103-007,TRUE,$0.45,75  oz.
COOKIES,COOKIES,CompletEats Super Food Cookies Chocolate Chia 2 oz.,92426-169,FALSE,$2.25,2  oz.
COOKIES,COOKIES,CompletEats Super Food Cookies Mocha Chip 2 oz.,92426-112,FALSE,$2.25,2  oz.
COOKIES,COOKIES,Cougar Mountain Jumbo Cookie Old Fashioned Snickerdoodle 3.5 oz.,92426-125,FALSE,$2.25,3.5  oz.
COOKIES,COOKIES,Daelmans Caramel Jumbo Stroopwafel 2.75 oz.,58421-018,TRUE,$2.95,2.75  oz.
COOKIES,COOKIES,Daelmans Chocolate Jumbo Stroopwafel 2.56 oz.,58421-019,TRUE,$2.95,2.56  oz.
COOKIES,COOKIES,DoFresa Nieve Wafers 3.5 oz.,58106-011,FALSE,$1.55,3.5  oz.
COOKIES,COOKIES,Donde Canelart Cinnamon Cookies 3.2 oz,58106-019,FALSE,$1.55,3.2  oz.
COOKIES,COOKIES,Donde Choco Nieve Wafers 3.5 oz.,58106-010,FALSE,$1.55,3.5  oz.
COOKIES,COOKIES,Donde Naranjitas Orange Cookies 4.2 oz,58106-018,FALSE,$1.55,4.2  oz.
COOKIES,COOKIES,Donde Sea Salt Soda Crackers 15.9 oz.,58106-021,FALSE,$4.25,15.9  oz.
COOKIES,COOKIES,Donde Vaini Nieve Wafers 3.5 oz.,58106-012,FALSE,$1.55,3.5  oz.
COOKIES,COOKIES,Festival Coconut Creme Cookies 14.21 oz.,18667-021,FALSE,$2.95,14.21  oz.
COOKIES,COOKIES,Festival Lemon Lime Creme Cookies 14.21 oz.,18667-022,FALSE,$2.95,14.21  oz.
COOKIES,COOKIES,Festival Wow Chocolate Sandwich Cookies 12.7 oz.,18667-020,FALSE,$3.25,12.7  oz.
COOKIES,COOKIES,Fig Newtons 10 oz.,14002-033,TRUE,$6.25,10  oz.
COOKIES,COOKIES,Fudge Covered Nutter Butter Cookies 7.9 oz.,14002-154,TRUE,$7.45,7.9  oz.
COOKIES,COOKIES,Fudge Covered Oreo Cookies 7.9 oz.,14002-156,TRUE,$7.45,7.9  oz.
COOKIES,COOKIES,Gamesa Arcoiris Cookies 15.5 oz.,6027-083,FALSE,$6.95,15.5  oz.
COOKIES,COOKIES,Gamesa Barras De Coco 14.3 oz.,74901-081,FALSE,$7.45,14.3  oz.
COOKIES,COOKIES,Gamesa Chocolatines Marshmallow Cookies 8 Ct. 11.7 oz.,74901-082,FALSE,$7.45,11.7  oz.
COOKIES,COOKIES,Gamesa Emperador Chocolate Cookies 14.3 oz.,74901-078,FALSE,$5.95,14.3  oz.
COOKIES,COOKIES,Gamesa Emperador Combinado Cookies 14.3 oz.,74901-079,FALSE,$5.95,14.3  oz.
COOKIES,COOKIES,Gamesa Emperador Limon Cookies 12.5 oz.,6027-088,FALSE,$5.95,12.5  oz.
COOKIES,COOKIES,Gamesa Emperador Lonchera Cookies 15.3 oz.,74901-086,FALSE,$5.95,15.3  oz.
COOKIES,COOKIES,Gamesa Emperador Vanilla Cookies 14.3 oz.,74901-080,FALSE,$5.95,14.3  oz.
COOKIES,COOKIES,Gamesa Florentinas Cookies 11.1 oz.,74901-088,FALSE,$7.75,11.1  oz.
COOKIES,COOKIES,Gamesa Hawaianas Coconut Cookies 15 oz.,74901-083,FALSE,$7.45,15  oz.
COOKIES,COOKIES,Gamesa Mamut Chocolate Marshmallow Cookies 8.1 oz.,6027-084,FALSE,$6.75,8.1  oz.
COOKIES,COOKIES,Gamesa Maravillas Cookies 17 oz.,74901-085,FALSE,$6.95,17  oz.
COOKIES,COOKIES,Gamesa Maria Cookie Roll Vanilla 4.9 oz.,74901-073,FALSE,$1.95,4.9  oz.
COOKIES,COOKIES,Gamesa Marias Cookies 4 Ct.,74901-087,FALSE,$6.75,NA  oz.
COOKIES,COOKIES,Gamesa Ricanelas Cinnamon Cookies 16.5 oz.,74901-084,FALSE,$7.45,16.5  oz.
COOKIES,COOKIES,Glutino Gluten Free Chocolate Chip Cookies 8.6 oz.,18662-052,TRUE,$6.25,8.6  oz.
COOKIES,COOKIES,Glutino Gluten Free Chocolate Vanilla Cream Cookies 10.5 oz.,18662-053,TRUE,$6.25,10.5  oz.
COOKIES,COOKIES,Goya Chocolate Maria Cookies 3.5 oz.,22668-549,FALSE,$1.25,3.5  oz.
COOKIES,COOKIES,Goya Lady Fingers 7 oz.,22668-574,FALSE,$2.95,7  oz.
COOKIES,COOKIES,Goya Palmeritas Cookies 5.82 oz.,22668-575,FALSE,$1.85,5.82  oz.
COOKIES,COOKIES,Goya Wafers - Chocolate 4.94 oz.,22668-516,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Goya Wafers - Coconut 4.94 oz.,22668-517,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Goya Wafers - Dulce De Leche 4.94 oz.,22668-518,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Goya Wafers - Mango 4.94 oz.,22668-519,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Goya Wafers - Pineapple 4.94 oz.,22668-520,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Goya Wafers - Strawberry 4.94 oz.,22668-521,FALSE,$1.65,4.94  oz.
COOKIES,COOKIES,Grandma’s Chocolate Brownie Cookies 2 Ct.,6027-151,TRUE,$0.95,NA  oz.
COOKIES,COOKIES,Grandma’s Chocolate Chip Cookies 2 Ct.,6027-040,TRUE,$0.95,NA  oz.
COOKIES,COOKIES,Grandma’s Peanut Butter Cookies 2 Ct.,6027-038,TRUE,$0.95,NA  oz.
COOKIES,COOKIES,Grandma’s Mini Vanilla Creme Sandwich Cookies 2.12 oz.,6027-153,TRUE,$0.95,2.12  oz.
COOKIES,COOKIES,HTY Pineapple Shortcake 7.05 oz.,62936-019,FALSE,$4.95,7.05  oz.
COOKIES,COOKIES,Jell-O No Bake Cheesecake Cherry 17.8 oz.,92426-170,FALSE,$6.25,17.8  oz.
COOKIES,COOKIES,Keebler Chips Deluxe Chocolate Chip & M&M’s Cookies 9.75 oz.,22669-248,TRUE,$6.45,9.75  oz.
COOKIES,COOKIES,Keebler Coconut Dreams Cookies 8.5 oz.,50265-001,TRUE,$6.45,8.5  oz.
COOKIES,COOKIES,Keebler E.L.Fudge Double Stuffed 12 oz.,50265-314,TRUE,$6.45,12  oz.
COOKIES,COOKIES,Keebler Fudge Grahams Cookies 12.5 oz.,3119-384,TRUE,$6.45,12.5  oz.
COOKIES,COOKIES,Keebler Fudge Shoppe Grasshopper Fudge Mint Cookies 10 oz.,50265-084,TRUE,$6.25,10  oz.
COOKIES,COOKIES,Keebler Fudge Sticks 8.5 oz.,50265-313,TRUE,$6.45,8.5  oz.
COOKIES,COOKIES,Keebler Fudge Stripes Cookies 11.5 oz.,50265-098,TRUE,$6.45,11.5  oz.
COOKIES,COOKIES,Keebler Shortbread Sandies Pecan Cookies 11.3 oz.,50265-114,TRUE,$6.45,11.3  oz.
COOKIES,COOKIES,Keebler Vienna Fingers Cookies 12 oz.,50265-248,FALSE,$6.45,12  oz.
COOKIES,COOKIES,Keebler’s Soft Batch Chips Deluxe 11.9 oz.,50265-094,TRUE,$6.45,11.9  oz.
COOKIES,COOKIES,Keebler’s Soft Batch Chocolate Chip Cookies 2.2 oz.,50265-457,TRUE,$1.45,2.2  oz.
COOKIES,COOKIES,Kellogg’s Eggo Graham Cracker Cinnamon French Toast 1.76 oz.,50265-029,FALSE,$0.90,1.76  oz.
COOKIES,COOKIES,Knott’s Raspberry Shortbread Cookies 3 oz.,99423-021,TRUE,$1.35,3  oz.
COOKIES,COOKIES,Knott’s Strawberry Shortbread Cookies 3 oz.,99423-022,TRUE,$1.35,3  oz.
COOKIES,COOKIES,La Moderna Assorted Cookies 16 oz.,22668-572,FALSE,$5.95,16  oz.
COOKIES,COOKIES,Lenny & Larry Birthday Cake Complete Cookie 4 oz.,22669-230,TRUE,$2.75,4  oz.
COOKIES,COOKIES,Lenny & Larry Complete Choc Chip Cookie 4 oz.,22669-249,TRUE,$2.75,4  oz.
COOKIES,COOKIES,Lenny & Larry Double Chocolate Chip Cookie 4 oz.,22267-002,TRUE,$2.75,4  oz.
COOKIES,COOKIES,Lenny & Larry PB Choc Chip Complete Cookie 4 oz.,22669-241,TRUE,$2.75,4  oz.
COOKIES,COOKIES,Lenny & Larry White Chocolate Macadamia Cookie 4 oz.,22267-003,TRUE,$2.75,4  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Almond Windmill Cookies 9 oz.,46266-069,TRUE,$2.45,9  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Chocolate Chip Cookies 10.5 oz.,46266-059,TRUE,$2.45,10.5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Chocolate Creme Cookie 5 oz.,46266-155,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Coconut Bar Cookies 9 oz.,10140-005,TRUE,$1.95,9  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Coconut Macaroon Cookies 10.5 oz.,46266-061,TRUE,$2.45,10.5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Cremes Confetti 11.8 oz.,10140-002,TRUE,$1.95,11.8  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Cremes Fudge 11.8 oz.,10140-003,TRUE,$1.95,11.8  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Cremes Lemon 11.8 oz.,46266-216,TRUE,$1.95,11.8  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Duplex Creme Cookie 5 oz.,46266-160,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Iced Oatmeal Cookies 10.5 oz.,46266-060,TRUE,$2.45,10.5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Lemon Bar Cookies 9 oz.,10140-006,TRUE,$1.95,9  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Lemon Creme Cookie 5 oz.,46266-158,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Peanut Butter Creme Cookie 5 oz.,46266-159,TRUE,$1.25,5  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Sandwich Creme Cookies Assorted 16 oz.,46266-065,TRUE,$2.45,16  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Sandwich Creme Cookies Duplex 16 oz.,46266-063,TRUE,$2.45,16  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Sandwich Creme Cookies Peanut Butter 16 oz.,46266-067,TRUE,$2.45,16  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Sandwich Creme Cookies Strawberry 16 oz.,46266-068,TRUE,$2.45,16  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Sandwich Creme Cookies Vanilla 16 oz.,46266-064,TRUE,$2.45,16  oz.
COOKIES,COOKIES,Lil’ Dutch Maid Snickerdoodle Cookies 10.5 oz.,10140-001,TRUE,$2.45,10.5  oz.
