Category_Walkenhorst,Category_Recoded,item,item_number,kosher,price,weight
PASTRIES,PASTRIES,Toast’Em Pop Ups Frosted Cherry 6 Ct.,46266-056,FALSE,$3.25,NA  oz.
PASTRIES,PASTRIES,Toast’Em Pop Ups Frosted Fudge 6 Ct.,46266-054,FALSE,$3.25,NA  oz.
PASTRIES,PASTRIES,Toast’Em Pop Ups Frosted S’Mores 6 Ct.,46266-057,FALSE,$3.25,NA  oz.
PASTRIES,PASTRIES,Toast’Em Pop Ups Frosted Strawberry 6 Ct.,46266-051,FALSE,$3.25,NA  oz.
PASTRIES,PASTRIES,Toast’Em Pop Ups Wild Berry 6 Ct.,46266-053,FALSE,$3.25,NA  oz.
PASTRIES,PASTRIES,Toast’Em Pop Ups Variety Pack 12 Ct. 20.4 oz.,46266-247,FALSE,$5.95,20.4  oz.
PASTRIES,PASTRIES,Two Bite Moist & Fudgy Brownies 4 Ct.,92426-130,TRUE,$2.95,NA  oz.
SEAFOOD,SEAFOOD,3 Mien Crispy Tiny Shrimp 7 oz.,90828-173,FALSE,$5.25,7  oz.
SEAFOOD,SEAFOOD,Aqua Bay Mackerel Fillet with Lemon Sauce 3.53 oz.,70669-005,TRUE,$2.45,3.53  oz.
SEAFOOD,SEAFOOD,Aqua Bay Wild Pink Salmon in Teriyaki Sauce 3 oz.,70669-024,TRUE,$3.25,3  oz.
SEAFOOD,SEAFOOD,Aqua Bay Wild Tuna in Asian Sweet & Spicy Sauce 4.23 oz.,70669-023,TRUE,$3.25,4.23  oz.
SEAFOOD,SEAFOOD,Bumble Bee Chipotle Tuna 2.5 oz.,14901-016,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Chunk Light Tuna 2.5 oz.,14901-022,TRUE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Chunk Light Tuna in Water 5 oz.,14901-024,TRUE,$3.95,5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Jalapeño Tuna 2.5 oz.,14901-014,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Lemon & Pepper Tuna 2.5 oz.,14901-018,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Skinless Boneless Pink Salmon 5 oz.,14901-008,TRUE,$4.35,5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Spicy Thai Chili Tuna 2.5 oz.,14901-017,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee Sun Dried Tomato & Basil Tuna 2.5 oz.,14901-015,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee White Albacore Tuna 2.5 oz.,14901-021,TRUE,$3.25,2.5  oz.
SEAFOOD,SEAFOOD,Bumble Bee White Albacore Tuna 5 oz.,14901-023,TRUE,$5.25,5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Chunk Light Tuna To-Go Cups 2 Ct. 2.8 oz.,18384-017,TRUE,$3.95,2.8  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Imitation Crab Meat 3.53 oz.,18384-002,FALSE,$2.45,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Sardines in Hot Sauce 3.53 oz.,18384-014,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Skinless Boneless Pink Salmon 2.5 oz.,18384-010,TRUE,$2.75,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Skinless Boneless Pink Salmon 5 oz.,18384-012,TRUE,$3.75,5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Smoked Baby Clams 3.53 oz.,18384-004,FALSE,$2.95,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Smoked Oysters in Oil 3.53 oz.,18384-005,FALSE,$2.95,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea White Albacore Tuna 2.5 oz.,18384-008,TRUE,$2.95,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea White Albacore Tuna in Water 5 oz.,18384-009,TRUE,$4.25,5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Whole Mackerel Filet in Brine 3.53 oz.,18384-033,TRUE,$1.85,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Alaskan Pink Salmon Lemon & Chive 2.5 oz.,18384-035,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Alaskan Pink Salmon Lemon Pepper 2.5 oz.,18384-025,TRUE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Alaskan Smoked Salmon 3 oz.,18384-011,TRUE,$3.75,3  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Alaskan Pink Salmon Everything Bagel Seasoning 2.5 oz.,18384-037,FALSE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Alaskan Pink Salmon Low Sodium 2.5 oz.,18384-036,TRUE,$2.45,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Light Tuna Dill Tuna Salad 2.5 oz.,18384-040,FALSE,$1.75,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Light Tuna Lemon & Garlic 2.5 oz.,18384-042,FALSE,$1.75,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Light Tuna Sweet & Spicy 2.5 oz.,18384-041,FALSE,$1.75,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Light Tuna in Spring Water 2.5 oz.,18384-039,FALSE,$1.75,2.5  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Mackerel Fillet in Oil 3.53 oz.,18384-013,TRUE,$1.95,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Caught Sardines in Oil 3.53 oz.,18384-015,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Chicken of the Sea Wild Smoked Pink Salmon Maple Smokehouse 3 oz.,18384-038,TRUE,$3.45,3  oz.
SEAFOOD,SEAFOOD,Geisha Whole Mackerel 12 oz.,46302-009,TRUE,$2.95,12  oz.
SEAFOOD,SEAFOOD,Geisha Chunk Light Chipotle Tuna in water 3.53 oz.,46302-018,FALSE,$2.75,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Chunk Light Jalapeño Tuna in water 3.53 oz.,46302-019,FALSE,$2.75,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Chunk Light Thai Chili Tuna in water 3.53 oz.,46302-017,FALSE,$2.75,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Chunk Light Tuna in Water 3.53 oz.,46302-006,TRUE,$2.25,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Chunk Light Tuna in Water 6 oz.,46302-007,TRUE,$3.25,6  oz.
SEAFOOD,SEAFOOD,Geisha Fish Steaks in Louisiana Hot Sauce 3.53 oz.,46302-011,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Fish Steaks with Green Chilies 3.53 oz.,46302-012,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Imitation Crab 3.53 oz.,46302-020,FALSE,$2.75,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Lightly Smoked Sardines in Soya Oil 3.53 oz.,46302-002,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Mackerel Fillet in Oil 3.53 oz.,46302-004,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Mackerel in Sriracha Hot Chili Sauce 3.53 oz.,46302-021,TRUE,$1.45,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Octopus in Soy Bean Oil 3.53 oz.,46302-015,FALSE,$2.95,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Sardines in Louisiana Hot Sauce 3 oz.,46302-003,TRUE,$1.45,3  oz.
SEAFOOD,SEAFOOD,Geisha Smoked Baby Clams in Cottonseed Oil 3.53 oz.,46302-016,FALSE,$2.75,3.53  oz.
SEAFOOD,SEAFOOD,Geisha Smoked Oysters in Oil 3.53 oz.,46302-005,FALSE,$2.45,3.53  oz.
SEAFOOD,SEAFOOD,Hsin Tung Yang Shredded Squid 2.4 oz.,62936-013,FALSE,$6.95,2.4  oz.
SEAFOOD,SEAFOOD,Milpas Shelled Shrimp with Hot Sauce Packet 1 oz.,58267-002,FALSE,$5.45,1  oz.
SEAFOOD,SEAFOOD,Milpas Whole Shrimp 2.5 oz.,58267-081,FALSE,$9.95,2.5  oz.
SEAFOOD,SEAFOOD,Port Royal Premium Pink Salmon in water 3 oz.,70669-095,FALSE,$2.95,3  oz.
SEAFOOD,SEAFOOD,Portside Chunk Lemon & Pepper Tuna 2.6 oz.,14668-242,FALSE,$1.75,2.6  oz.
SEAFOOD,SEAFOOD,Portside Chunk Light Tuna in Water 2.6 oz.,14668-241,FALSE,$1.75,2.6  oz.
SEAFOOD,SEAFOOD,Portside Chunk Sweet & Spicy Tuna 2.6 oz.,14668-243,FALSE,$1.75,2.6  oz.
SEAFOOD,SEAFOOD,Sea Fare Pacific Smoked Albacore Tuna 3 oz.,66783-013,FALSE,$6.95,3  oz.
SEAFOOD,SEAFOOD,Sea Fare Pacific Smoked Wild Salmon Alaskan Red Sockeye 3 oz.,66783-003,FALSE,$6.95,3  oz.
SEAFOOD,SEAFOOD,Sea Fare Pacific Wild Caught Albacore Tuna Jalapeño 6 oz.,66783-005,FALSE,$8.95,6  oz.
SEAFOOD,SEAFOOD,Sea Fare Pacific Wild Caught Albacore Tuna No Salt 3 oz.,66783-001,FALSE,$4.95,3  oz.
SEAFOOD,SEAFOOD,Sea Fare Pacific Wild Caught Albacore Tuna Sea Salt 3 oz.,66783-002,FALSE,$4.95,3  oz.
SEAFOOD,SEAFOOD,Seaside Seafood Whole Mackerel in Brine 12 oz.,46266-241,FALSE,$3.45,12  oz.
SEAFOOD,SEAFOOD,Starkist Chunk Lite Tuna in Water 6.4 oz.,3111-841,TRUE,$4.45,6.4  oz.
SEAFOOD,SEAFOOD,Starkist Salmon Creations Lemon Dill 2.6 oz.,22669-212,FALSE,$3.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Salmon Creations Mango Chipotle 2.6 oz.,22669-211,FALSE,$3.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Selects Yellow Fin Tuna in Extra Virgin Olive Oil 2.6 oz.,22669-213,TRUE,$3.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Selects Yellow Fin Tuna in Olive oil Tomato Basil 2.6 oz.,22668-118,FALSE,$3.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Smart Bowls Tuna Barley & Beans Tomato Basil 4.5 oz.,22669-210,FALSE,$2.75,4.5  oz.
SEAFOOD,SEAFOOD,Starkist Smart Bowls Tuna Quinoa & Beans Latin Citrus 4.5 oz.,22669-207,FALSE,$2.75,4.5  oz.
SEAFOOD,SEAFOOD,Starkist Smart Bowls Tuna Rice & Beans Spicy Pepper 4.5 oz.,22669-208,FALSE,$2.75,4.5  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Bacon & Ranch 2.6 oz.,22668-190,FALSE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Bold Sriracha 2.6 oz.,22668-323,TRUE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Herb & Garlic 2.6 oz.,22668-125,FALSE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Hickory Smoked 2.6 oz.,22668-127,FALSE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Honey BBQ 2.6 oz.,22668-191,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Hot Buffalo Style 2.6 oz.,22668-238,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Jalapeño 2.6 oz.,22668-116,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Lemon Pepper 2.6 oz.,22668-126,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Ranch 2.6 oz.,22668-129,FALSE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Sweet & Spicy 2.6 oz.,22668-128,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Thai Chili Style 2.6 oz.,22668-117,FALSE,$2.75,2.6  oz.
SEAFOOD,SEAFOOD,Starkist Tuna Creations Deli Style Tuna Salad 3 oz.,22668-119,TRUE,$2.45,3  oz.
SEAFOOD,SEAFOOD,Starkist Wild Caught Albacore White Tuna 6.4 oz.,3111-869,TRUE,$5.75,6.4  oz.
SEAFOOD,SEAFOOD,Starkist Wild Caught Light Tuna in Sunflower Oil 6.4 oz.,3111-823,TRUE,$4.45,6.4  oz.
SEAFOOD,SEAFOOD,Starkist Wild Caught Light Tuna in Water 2.6 oz.,3111-822,TRUE,$2.45,2.6  oz.
SEAFOOD,SEAFOOD,Tuny Gourmet Light Tuna in Soybean Oil 2.6 oz.,58106-013,FALSE,$1.95,2.6  oz.
SEAFOOD,SEAFOOD,Tuny Gourmet Light Tuna in Water 2.6 oz.,58106-014,FALSE,$1.95,2.6  oz.
SEAFOOD,SEAFOOD,Tuny Gourmet Light Tuna Lemon Pepper 2.6 oz.,58106-017,FALSE,$1.95,2.6  oz.
SEAFOOD,SEAFOOD,Tuny Gourmet Light Tuna Smoked 2.6 oz.,58106-015,FALSE,$1.95,2.6  oz.
SNACKS,SNACKS,Ass Kickin’ Pretzels Bacon Ranch 12 oz.,82660-046,FALSE,$7.95,12  oz.
SNACKS,SNACKS,Black Forest Liquid Filled Fruit Snacks 2.25 oz.,99423-013,FALSE,$1.35,2.25  oz.
SNACKS,SNACKS,Cheeto’s Cheddar Pretzels 10 oz.,6027-238,FALSE,$7.25,10  oz.
SNACKS,SNACKS,Cheeto’s Flamin Hot Pretzels 10 oz.,6027-239,FALSE,$7.25,10  oz.
SNACKS,SNACKS,Chex Mix Bold Party Mix 1.75 oz.,34266-056,TRUE,$0.95,1.75  oz.
SNACKS,SNACKS,Chex Mix Cheddar 1.75 oz.,34266-049,TRUE,$0.95,1.75  oz.
SNACKS,SNACKS,Chex Mix Traditional 1.75 oz.,34266-050,TRUE,$0.95,1.75  oz.
SNACKS,SNACKS,Chex Mix Cheddar 8.75 oz.,34266-044,TRUE,$4.25,8.75  oz.
SNACKS,SNACKS,Chex Mix Honey BBQ 3.75 oz.,34266-142,TRUE,$2.25,3.75  oz.
SNACKS,SNACKS,Chex Mix Jalapeño Cheddar 3.75 oz.,34266-143,TRUE,$2.25,3.75  oz.
SNACKS,SNACKS,Chex Mix Traditional 8.75 oz.,3111-256,TRUE,$4.25,8.75  oz.
SNACKS,SNACKS,Chex Mix Muddy Buddies Brownie Supreme 4.5 oz.,34266-032,TRUE,$3.50,4.5  oz.
SNACKS,SNACKS,Chex Mix Muddy Buddies Cookies & Cream 4.25 oz.,34266-009,TRUE,$3.50,4.25  oz.
SNACKS,SNACKS,Chex Mix Muddy Buddies Funfetti 3.85 oz.,34266-059,TRUE,$3.85,3.85  oz.
SNACKS,SNACKS,Chex Mix Muddy Buddies Peanut Butter & Chocolate 4.5 oz.,34266-005,TRUE,$3.50,4.5  oz.
SNACKS,SNACKS,Chex Mix Turtle 4.5 oz.,34266-111,TRUE,$3.50,4.5  oz.
SNACKS,SNACKS,Chex Remix Buffalo Sandwich 4.25 oz.,34266-147,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Chex Remix Cheesy Pizza 4.25 oz.,34266-149,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Chex Remix Zesty Taco 4.25 oz.,34266-148,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Combos Buffalo Blue Cheese Baked Pretzel 6.3 oz.,58182-427,FALSE,$3.45,6.3  oz.
SNACKS,SNACKS,Combos Cheddar Cheese Pretzel 6.3 oz.,58182-431,FALSE,$3.45,6.3  oz.
SNACKS,SNACKS,Combos Pepperoni Pizza Baked Cracker 6.3 oz.,58182-428,FALSE,$3.45,6.3  oz.
SNACKS,SNACKS,Combos Pizzeria Pretzel 6.3 oz.,58182-429,FALSE,$3.45,6.3  oz.
SNACKS,SNACKS,Combos Ranch Dip Pretzel 6.3 oz.,58182-432,FALSE,$3.45,6.3  oz.
SNACKS,SNACKS,Dot’s Cinnamon Sugar Pretzel Twists 5 oz.,58421-020,FALSE,$5.45,5  oz.
SNACKS,SNACKS,Dot’s Honey Mustard Pretzel Twists 5 oz.,58421-002,FALSE,$5.45,5  oz.
SNACKS,SNACKS,Dot’s Original Seasoned Pretzel Twists 5 oz.,58421-001,FALSE,$5.45,5  oz.
SNACKS,SNACKS,Dot’s Southwest Seasoned Pretzel Twists 5 .oz.,58421-003,FALSE,$5.45,5  oz.
SNACKS,SNACKS,Dot’s Baked Cheese Curls 3.5 oz.,58421-004,FALSE,$5.45,3.5  oz.
SNACKS,SNACKS,Dragonfly Onion Rings 4.2 oz.,90828-189,FALSE,$4.95,4.2  oz.
SNACKS,SNACKS,Flipz Milk Chocolate Pretzels 5 oz.,22265-015,TRUE,$4.50,5  oz.
SNACKS,SNACKS,Flipz Stuff’d Peanut Butter Filled Pretzels 3.5 oz.,22265-017,TRUE,$3.75,3.5  oz.
SNACKS,SNACKS,Flipz Stuff’d White Fudge Peanut Butter Filled Pretzels 3.5 oz.,22265-024,TRUE,$4.25,3.5  oz.
SNACKS,SNACKS,Flipz White Fudge Pretzels 5 oz.,22265-016,TRUE,$4.50,5  oz.
SNACKS,SNACKS,French’s Potato Sticks Original 16 oz.,22668-640,FALSE,$7.25,16  oz.
SNACKS,SNACKS,Fresh Start Sweet & Salty Chili Trail Mix 8 oz.,70669-108,FALSE,$5.60,8  oz.
SNACKS,SNACKS,Gardetto’s Chipotle Cheddar Snack Mix 5.5 oz.,34266-113,TRUE,$3.45,5.5  oz.
SNACKS,SNACKS,Gardetto’s Italian Cheese Blend Snack Mix 5.5 oz.,34266-146,TRUE,$3.45,5.5  oz.
SNACKS,SNACKS,Gardetto’s Original Recipe Snack Mix 8.6 oz.,3111-244,TRUE,$4.95,8.6  oz.
SNACKS,SNACKS,Gardetto’s Pizzeria Snack Mix 5 oz.,34266-145,TRUE,$3.45,5  oz.
SNACKS,SNACKS,Gardetto’s Special Request Garlic Rye Chips 4.75 oz.,34266-144,TRUE,$3.45,4.75  oz.
SNACKS,SNACKS,Guerrero Chicharron de Cerdo Tender Cracklins 6.5 oz.,34789-119,FALSE,$5.95,6.5  oz.
SNACKS,SNACKS,Guerrero Red Pepper Tiritas Cracklins 5.5 oz.,34789-120,FALSE,$5.95,5.5  oz.
SNACKS,SNACKS,Harvest Snaps Lightly Salted Green Pea Snacks 3.3 oz.,92426-119,FALSE,$3.75,3.3  oz.
SNACKS,SNACKS,Hershey’s Dipped Pretzels Cookies N Creme 4.25 oz.,86383-072,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Hershey’s Dipped Pretzels Milk Chocolate 4.25 oz.,86383-070,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Hershey’s Popped Snack Mix 8 oz.,86383-074,TRUE,$5.95,8  oz.
SNACKS,SNACKS,HK Anderson Peanut Butter Filled Pretzel Nuggets 5 oz.,18662-063,TRUE,$2.75,5  oz.
SNACKS,SNACKS,J. Higgs Onion Rings 5 oz.,14668-258,FALSE,$2.25,5  oz.
SNACKS,SNACKS,Jell-O Sugar Free & Fat Free Instant Pudding Vanilla 1 oz.,22669-203,TRUE,$2.25,1  oz.
SNACKS,SNACKS,Jell-O Sugar Free Instant Pudding Cheesecake 1 oz.,22669-371,TRUE,$2.25,1  oz.
SNACKS,SNACKS,Jell-O Sugar Free Instant Pudding Chocolate 1.4 oz.,22669-372,TRUE,$2.25,1.4  oz.
SNACKS,SNACKS,Jet Puffed Marshmallow 16 oz.,14003-451,FALSE,$3.95,16  oz.
SNACKS,SNACKS,Joy Cake Cup Ice Cream Cones 24 Ct.,3111-740,FALSE,$3.95,NA  oz.
SNACKS,SNACKS,Joy Sugar Cone Ice Cream Cones 12 Ct.,3113-500,FALSE,$3.45,NA  oz.
SNACKS,SNACKS,King Henry Churritos con Chile 5 oz.,22267-104,FALSE,$2.75,5  oz.
SNACKS,SNACKS,King Henry Fiesta Mix 6 oz.,22267-105,FALSE,$2.75,6  oz.
SNACKS,SNACKS,King Henry Plantain Chips 3 oz.,50426-006,FALSE,$2.75,3  oz.
SNACKS,SNACKS,Lowrey’s Bacon Curls Microwave Pork Rinds Hot & Spicy 1.75 oz.,66142-008,FALSE,$2.25,1.75  oz.
SNACKS,SNACKS,Lowrey’s Bacon Curls Microwave Pork Rinds Original 1.75 oz.,66142-007,FALSE,$2.25,1.75  oz.
SNACKS,SNACKS,Mission Chicharrones Picante 4 oz.,34789-116,FALSE,$3.95,4  oz.
SNACKS,SNACKS,Mission Chicharrones Plain 4 oz.,34789-115,FALSE,$3.95,4  oz.
SNACKS,SNACKS,Mountain House Dehydrated Ice Cream Sandwich Mint Choc. Chip 1.13 oz.,66782-031,FALSE,$5.25,1.13  oz.
SNACKS,SNACKS,Mountain House Dehydrated Ice Cream Sandwich Vanilla 1.13 oz.,66782-025,FALSE,$5.25,1.13  oz.
SNACKS,SNACKS,Muddy Bites Waffle Cone Snack Dark Chocolate 2.33 oz.,58901-002,TRUE,$4.95,2.33  oz.
SNACKS,SNACKS,Muddy Bites Waffle Cone Snack Girl Scout Thin Mint 2.33 oz.,58901-005,FALSE,$4.95,2.33  oz.
SNACKS,SNACKS,Muddy Bites Waffle Cone Snack Milk Chocolate 2.33 oz.,58901-001,TRUE,$4.95,2.33  oz.
SNACKS,SNACKS,Muddy Bites Waffle Cone Snacks Cookies N Creme 2.33 oz.,58901-004,FALSE,$4.95,2.33  oz.
SNACKS,SNACKS,Munchies Snack Mix Cheese Fix 8 oz.,6027-045,FALSE,$5.45,8  oz.
SNACKS,SNACKS,Munchies Snack Mix Cheese Fix 3.3 oz.,6027-253,FALSE,$3.50,3.3  oz.
SNACKS,SNACKS,Munchies Snack Mix Flamin’ Hot 8.5 oz.,6027-044,FALSE,$5.45,8.5  oz.
SNACKS,SNACKS,Munchies Snack Mix Flamin Hot 3.3 oz.,6027-254,FALSE,$3.50,3.3  oz.
SNACKS,SNACKS,Nacho Cheese Bugles 3 oz.,34266-120,FALSE,$2.45,3  oz.
SNACKS,SNACKS,Nature’s Garden Blueberry Yogurt Pretzels 7 oz.,18421-031,TRUE,$3.75,7  oz.
SNACKS,SNACKS,Nature’s Garden Cajun Hot Mix 18 oz.,18421-026,TRUE,$4.95,18  oz.
SNACKS,SNACKS,Nature’s Garden Milk Chocolate Pretzels 7 oz.,18421-035,TRUE,$3.75,7  oz.
SNACKS,SNACKS,Nature’s Garden Pub Mix 5 oz.,18421-028,TRUE,$2.75,5  oz.
SNACKS,SNACKS,Nature’s Garden Raspberry Yogurt Pretzels 7 oz.,18421-033,TRUE,$3.75,7  oz.
SNACKS,SNACKS,Nature’s Garden Yogurt Pretzels 7 oz.,18421-034,TRUE,$3.75,7  oz.
SNACKS,SNACKS,Nature’s Garden Toffee Pretzels 7 oz.,18421-032,TRUE,$3.75,7  oz.
SNACKS,SNACKS,Nature’s Garden Wasabi Green Peas 7.5 oz.,18421-027,TRUE,$2.75,7.5  oz.
SNACKS,SNACKS,Old El Paso Cinnamon Churro Fiesta Twist 2 oz.,34266-213,FALSE,$3.25,2  oz.
SNACKS,SNACKS,Old El Paso Queso Fiesta Twist 2 oz.,34266-211,FALSE,$2.95,2  oz.
SNACKS,SNACKS,Old El Paso Zesty Ranch Fiesta Twist 2 oz.,34266-212,FALSE,$2.95,2  oz.
SNACKS,SNACKS,Original Bugles 3 oz.,34266-119,TRUE,$2.45,3  oz.
SNACKS,SNACKS,Palmer S’mores Snack Mix 5.25 oz.,99423-014,FALSE,$5.45,5.25  oz.
SNACKS,SNACKS,Palmer’s Caramel Swirls Pretzels 5 oz.,99423-012,FALSE,$3.45,5  oz.
SNACKS,SNACKS,Pretzel Haus Cinnamon Sugar Pretzel 6 oz.,70669-019,FALSE,$2.75,6  oz.
SNACKS,SNACKS,Pretzel Haus Lightly Salted Pretzel 6 oz.,70669-018,FALSE,$2.75,6  oz.
SNACKS,SNACKS,Quaker Butter Popcorn Rice Cake 4.4 oz.,74901-032,FALSE,$5.75,4.4  oz.
SNACKS,SNACKS,Quaker Everything Rice Cake 5.9 oz.,74901-036,FALSE,$5.75,5.9  oz.
SNACKS,SNACKS,Quaker Plain Salt Free Rice Cake 4.4 oz.,74901-033,FALSE,$5.75,4.4  oz.
SNACKS,SNACKS,Quaker Popped Crisps Caramel Rice Cakes 3.5 oz.,74901-040,FALSE,$4.45,3.5  oz.
SNACKS,SNACKS,Quaker Popped Crisps Cheddar Rice Cakes 3.3 oz.,3111-247,FALSE,$4.45,3.3  oz.
SNACKS,SNACKS,Quaker Tomato & Basil Rice Cake 6.1 oz.,74901-034,FALSE,$5.75,6.1  oz.
SNACKS,SNACKS,Quaker White Cheddar Rice Cake 5.5 oz.,74901-035,FALSE,$5.75,5.5  oz.
SNACKS,SNACKS,Quaker Apple Cinnamon Rice Cakes 6.5 oz.,3111-249,FALSE,$5.75,6.5  oz.
SNACKS,SNACKS,Quaker Caramel Rice Cakes 6.5 oz.,3111-265,FALSE,$5.75,6.5  oz.
SNACKS,SNACKS,Quaker Chocolate Rice Cakes 6.57 oz.,3111-266,FALSE,$5.75,6.57  oz.
SNACKS,SNACKS,Quaker Popped Thins Cocoa Crunch 2.5 oz.,74901-030,FALSE,$4.75,2.5  oz.
SNACKS,SNACKS,Quaker Popped Thins Salted Caramel 2.5oz.,74901-031,FALSE,$4.75,2.5  oz.
SNACKS,SNACKS,Real Fresh Pudding Butterscotch 4 Ct.,22668-216,TRUE,$2.45,NA  oz.
SNACKS,SNACKS,Real Fresh Pudding Chocolate 4 Ct.,22668-213,TRUE,$2.45,NA  oz.
SNACKS,SNACKS,Real Fresh Pudding Tapioca 4 Ct.,22668-214,TRUE,$2.45,NA  oz.
SNACKS,SNACKS,Real Fresh Pudding Vanilla 4 Ct.,22668-215,TRUE,$2.75,NA  oz.
SNACKS,SNACKS,Reese’s Dipped Pretzels 4.25 oz.,86383-071,TRUE,$3.95,4.25  oz.
SNACKS,SNACKS,Reese’s Popped Snack Mix 8 oz.,86383-075,TRUE,$5.95,8  oz.
SNACKS,SNACKS,Rold Gold Pretzels 16 oz.,6027-016,TRUE,$5.45,16  oz.
SNACKS,SNACKS,Rold Gold Tiny Twists Cheddar Pretzels 10 oz,6027-209,FALSE,$5.75,10  oz.
SNACKS,SNACKS,Sheila G’s Brownie Brittle Chocolate Chip 5 oz.,22668-015,TRUE,$4.25,5  oz.
SNACKS,SNACKS,Sheila G’s Brownie Brittle Chocolate Chip Blondie 5 oz.,22669-340,TRUE,$4.25,5  oz.
SNACKS,SNACKS,Sheila G’s Brownie Brittle M&M Minis 4 oz.,22669-304,TRUE,$4.25,4  oz.
SNACKS,SNACKS,Sheila G’s Brownie Brittle Salted Caramel 5 oz.,22668-016,TRUE,$4.25,5  oz.
SNACKS,SNACKS,Sheila G’s Brownie Brittle Toffee Crunch 5 oz.,22668-017,TRUE,$4.25,5  oz.
SNACKS,SNACKS,Snack Factory Pretzel Crisps Buffalo Wing 3 oz.,99423-073,FALSE,$2.45,3  oz.
SNACKS,SNACKS,Snyder’s Mini Pretzels 3.5 oz.,22668-998,TRUE,$1.45,3.5  oz.
